account_id,credit_score,monthly_income,balance,debt_ratio,delinquency_30_days,delinquency_60_days,delinquency_90_days,open_credit_lines,dependents,age,times_90_days_late,real_estate_loans,serious_delinquency,account_open_date
U6VFUA9BQ1,817,4286,18566,0.4486,1,0,0,9,1,30,0,0,0,2020-01-13
BTR23QIUA0,682,5872,13681,0.1698,0,0,0,7,1,65,0,1,0,2021-05-23
8EKXDRKZ40,628,2188,7622,0.0937,1,1,0,11,0,35,0,0,0,2023-08-03
AQ15O2NQW4,732,9092,41101,0.0717,1,0,0,11,0,24,0,0,0,2023-11-21
C6LBPJ8T22,428,8368,8788,0.2779,0,0,0,9,0,66,0,3,0,2023-03-01
C50B8Y5DNW,673,7365,42558,0.4472,0,0,1,7,3,55,0,2,0,2022-09-15
NGUCZH9IER,727,4339,32475,0.4175,0,0,0,7,1,62,0,0,0,2023-04-16
7U8H0IMJYJ,502,3155,24519,0.3716,1,0,0,4,4,53,0,2,0,2021-07-02
CMRSEZYTKW,764,4043,26645,0.1545,1,0,0,9,0,18,0,1,0,2021-10-03
2837C6QC6K,683,5097,33484,0.7108,0,0,0,6,0,68,1,0,1,2021-03-30
8DJZR5SWK8,608,7329,12749,0.3706,0,0,0,7,1,45,0,0,0,2022-06-21
TEMPXKC5I8,713,4680,13838,0.0943,0,2,0,8,0,47,1,2,0,2023-11-11
XOMXLVZ4QK,850,6101,37896,0.2772,0,0,0,2,0,72,0,0,0,2022-01-30
E2GJR81BMQ,668,3788,2952,0.1864,0,0,0,7,0,50,0,4,0,2020-01-05
F7ZK94YXFI,674,5835,6527,0.1335,0,0,0,3,1,43,0,1,0,2023-12-29
BLEJGUBLMN,604,4232,22389,0.1054,2,0,0,2,0,33,1,0,0,2020-04-01
TFK7ORFQLA,565,5771,21683,0.4255,0,1,0,9,0,46,0,0,0,2020-01-02
09LZRK79UF,733,1702,9570,0.3022,0,0,0,6,1,25,0,1,0,2022-01-15
U6PY06FTLO,564,6583,15966,0.3409,1,0,0,10,3,50,0,1,0,2020-08-30
4QDBXVH7KA,657,6795,7528,0.6734,0,0,0,7,1,45,1,0,0,2020-03-09
TQYDSHLV76,602,6750,45363,0.5358,0,0,0,6,0,59,0,2,0,2022-05-14
MF4NNKM95D,697,2717,17307,0.0284,0,0,0,7,3,77,0,0,0,2020-12-30
0P92K38P6F,683,3209,12737,0.5187,1,0,0,7,2,62,0,2,0,2022-08-09
VDHR59C81D,753,2918,20728,0.0685,0,0,0,12,0,52,0,1,0,2022-06-07
O6OUZ1EGNT,598,5990,13010,0.5864,0,0,0,6,0,32,0,0,0,2023-09-27
B34KUQAAJ8,623,7294,23732,0.2692,0,0,0,8,5,63,0,1,0,2023-04-06
4RX6PRYIEJ,552,3235,7506,0.0628,0,1,0,8,2,40,0,0,0,2023-01-05
9C0UU5WRYE,605,10822,12440,0.4783,0,0,0,6,0,51,0,0,1,2022-02-24
SU4FCL5EFJ,687,10736,57930,0.6047,0,0,0,8,3,22,0,0,1,2020-04-25
P6MKT7S1GD,725,5338,26351,0.3548,0,0,0,4,1,42,0,0,0,2022-12-20
1T53YKYYDU,557,6139,23539,0.2471,0,0,0,10,1,22,1,2,0,2020-02-14
3ASNRM6DFH,736,1794,12467,0.3078,0,1,0,4,0,42,0,1,0,2021-03-25
G6W3STT1EQ,785,3578,15036,0.1726,0,0,0,10,3,45,0,1,0,2022-07-27
C37RLN36V1,691,2318,8986,0.3767,0,0,0,6,3,47,0,2,0,2020-10-30
MZB3I4FIEE,837,2846,15968,0.2279,0,0,0,10,3,49,0,1,0,2022-01-09
CY2C11BD2S,572,6692,5241,0.2259,0,0,0,10,0,43,0,1,0,2020-05-29
CEJCY127H6,525,7735,20030,0.3242,0,0,0,7,0,23,0,1,0,2021-08-03
GMD478MFS0,472,7932,53561,0.2285,1,0,0,5,0,58,0,4,1,2022-09-12
IUDUAHGK6T,799,5681,8372,0.534,0,0,0,6,2,72,0,1,0,2020-09-16
9DHSZNVP8G,715,6727,44684,0.1684,1,0,0,10,0,29,0,0,0,2022-10-03
MNHIE9EDE1,644,1894,9961,0.1991,0,0,0,8,1,35,0,0,0,2022-07-14
ZUBLEKVL9P,677,2267,14755,0.1764,0,0,0,5,0,29,0,1,0,2022-12-07
TK4GC4RYG9,537,4334,4704,0.1848,2,0,0,9,1,77,0,3,1,2023-02-01
RDPXDFOVD7,850,7033,40726,0.0935,0,0,0,7,0,33,0,1,0,2021-04-14
9C9MV9E40K,662,3757,23818,0.2047,0,0,0,2,3,74,0,2,0,2020-01-26
ZUJ2XORVOR,660,2172,1496,0.4514,0,0,0,12,0,50,0,0,0,2022-06-26
K1DJRWEDBC,722,3245,19326,0.2452,1,0,0,9,1,26,0,0,1,2023-03-31
Y8NYFWDC11,698,2807,11673,0.5586,0,0,0,9,0,59,0,0,0,2021-02-03
2HXRJM4T8B,672,1746,1041,0.1183,0,0,0,11,2,38,0,1,0,2021-02-08
P6NLNQBU4K,570,18669,99923,0.372,0,0,0,10,3,52,1,0,1,2020-01-24
ZREZRDYXYU,697,10298,23800,0.0902,0,0,0,12,1,24,0,0,0,2023-03-24
R4SOR8WM9L,838,1502,11622,0.3659,1,0,0,14,0,69,0,0,0,2020-06-28
BB4M0A6MDM,784,1551,12153,0.0285,0,0,1,8,5,32,0,2,0,2022-11-18
MMXIXV6CKM,809,3030,1584,0.5721,1,1,0,7,0,74,0,1,1,2022-10-24
ALQ5U6JZV9,598,2011,3030,0.107,1,0,0,4,0,56,0,1,0,2020-01-09
NOU3DYMS1M,551,20528,89488,0.07,1,0,0,7,2,26,0,0,0,2023-12-14
WNPR424TKB,637,3036,15828,0.2914,1,0,0,8,2,20,0,1,0,2022-06-22
9OI0D4DMC2,655,6105,32012,0.6421,1,1,0,11,0,58,0,1,0,2022-01-29
RH2XK2PTHO,759,3628,21427,0.2776,1,0,0,6,1,60,0,2,1,2020-11-22
WQ1GAZ5UH8,480,2439,4420,0.0553,0,1,0,6,3,62,0,0,0,2023-08-17
0Q7TW1PUWS,802,9213,25327,0.0771,0,0,0,10,1,51,1,2,0,2020-06-19
NFFYKPL3CH,634,7280,33018,0.1325,0,0,0,10,0,60,1,2,0,2021-03-15
O3XJVOEGI3,607,4742,7408,0.1735,0,1,0,9,2,36,0,1,0,2021-01-04
QUPXBFEJ2X,548,20520,135123,0.01,0,0,0,11,4,60,0,3,0,2021-04-24
G48RA4DV56,484,5659,36129,0.532,0,0,0,5,4,47,0,2,0,2023-11-26
ONXD70FE07,732,3737,20985,0.1835,2,1,0,9,0,52,0,1,0,2022-10-05
S387J5IE3L,657,15508,46398,0.1785,0,0,0,7,2,45,0,2,0,2021-09-26
VO0IPFG8PJ,521,6262,30445,0.2314,0,0,0,9,0,24,1,1,0,2022-07-24
VRN8LPY857,520,13052,7040,0.3802,2,0,0,10,2,29,0,0,1,2021-09-11
NZ3A8V4X7Y,616,4800,24000,0.1396,0,0,0,9,2,39,0,2,0,2021-06-15
2ITL8N3E54,816,805,702,0.335,1,0,0,11,5,65,0,1,0,2023-01-31
N6O9JD3IH6,624,1928,4155,0.1052,0,0,0,7,0,34,0,2,0,2020-06-18
6W51OB537Q,499,9410,29287,0.2284,0,0,0,1,0,45,0,1,0,2020-07-13
O4Z533ZSMV,625,3451,18432,0.2326,0,0,0,8,0,62,0,0,0,2021-03-18
30QABXW2EO,622,5721,13244,0.3162,0,0,0,9,0,23,0,1,0,2020-10-31
WLCFS8314Y,380,9704,14353,0.2928,0,0,0,14,1,56,0,2,0,2021-08-30
2LR0JY32HO,644,5473,23113,0.4517,1,0,0,10,2,63,1,0,0,2021-03-23
G585I87XW6,626,2934,17989,0.1745,0,0,0,6,1,39,0,1,0,2021-01-01
9HZGOPJDN8,719,4882,16742,0.0953,1,0,1,14,0,77,0,3,0,2022-09-08
EZP7QYEZG5,834,5240,36353,0.4842,0,0,0,5,2,69,0,0,0,2020-03-12
2KRE4V9KYP,762,3847,29081,0.1028,1,0,0,5,3,60,0,0,0,2022-12-20
OFKJW6NYQA,623,2140,12530,0.5233,1,0,0,4,2,60,0,0,1,2020-11-24
ELYYZZ0JDC,539,3970,26028,0.2659,0,0,0,5,4,49,1,0,0,2023-04-01
LI6978V0BJ,850,4648,21642,0.0438,1,0,0,6,5,58,0,0,0,2020-01-04
WKON8UUJS7,655,2067,9963,0.2828,1,0,0,3,0,43,0,1,0,2023-05-11
5ELTFEBE54,651,2833,2195,0.0981,0,0,0,7,4,52,0,1,0,2023-05-26
07K5W1JL6L,647,3196,14322,0.0923,1,0,0,7,5,35,0,0,0,2021-12-23
91F4X2BFIB,669,1609,7171,0.094,0,0,0,4,2,21,0,0,0,2021-08-20
JZP97BMZRR,635,5307,24913,0.5413,1,0,0,7,0,36,0,0,0,2021-12-25
45ED5GGSJ6,592,5665,12357,0.4306,0,0,0,8,1,58,0,1,0,2020-09-02
VV8SUOC1Y5,595,3545,12063,0.3713,0,1,0,5,3,48,1,0,0,2020-08-22
AYYOV84FC3,646,2162,16469,0.1262,0,0,0,10,0,37,0,0,0,2022-09-15
XQ8VA8X8L0,595,6274,43229,0.4478,0,0,0,3,0,45,0,2,0,2022-07-03
08UHBXLBC8,578,6820,26604,0.2169,0,0,0,6,0,78,0,1,0,2020-03-02
NOG85D4F2K,660,5214,18964,0.7209,2,0,0,8,1,19,1,2,0,2022-05-16
1XERP3LYEX,624,5038,32129,0.1004,1,0,0,7,3,68,0,1,0,2020-04-11
3SR5RUP13W,800,7018,24461,0.2856,0,0,0,6,0,79,0,0,1,2021-04-10
PPBMQIYFRW,384,4641,23227,0.0269,1,0,0,9,0,27,0,0,0,2020-07-17
SKP6RFE64S,759,2833,19923,0.3872,1,0,0,9,1,37,0,1,1,2020-01-01
KBCBDPDXUJ,774,4711,9183,0.2576,0,0,0,9,2,73,1,0,1,2020-05-07
JCSEXGGOC5,442,3884,23544,0.2122,0,0,0,3,0,44,0,1,0,2020-01-20
KVQYWJ85GG,615,4711,37598,0.1375,0,0,0,4,4,51,1,0,0,2021-05-28
0V5DTAEGRY,612,8354,6565,0.465,0,0,0,9,3,48,0,0,0,2021-08-10
58VRW9MYYO,509,2389,1723,0.2459,2,0,0,10,2,23,0,0,0,2020-04-27
KEAEA84HXX,572,5466,31316,0.3995,1,0,0,5,1,76,0,1,1,2022-08-03
PW2GKQRAFF,538,2317,8873,0.2805,0,0,0,12,2,66,0,4,1,2021-06-23
Z8Q4VHU4BA,825,2833,5308,0.1574,0,0,1,8,3,51,0,1,0,2021-03-07
WZ940VTKRR,743,12635,55400,0.2401,0,0,0,7,1,74,0,1,0,2020-01-09
VWY3RZTPLC,777,6466,46451,0.1475,0,0,0,4,2,68,1,0,0,2020-10-24
6PRR7MZAKG,722,5413,23930,0.5424,0,0,0,10,1,38,1,1,0,2021-05-03
MIH6MV4XEK,537,1816,13713,0.3272,0,0,0,8,4,54,0,2,1,2022-12-15
Z83Y0224WK,597,4266,20356,0.3794,0,0,0,8,2,46,0,0,0,2020-04-18
0YEHVDO9KH,698,1417,2687,0.3413,0,0,0,9,0,62,0,2,0,2023-03-09
BA5MF36BCP,527,5025,34114,0.3784,0,0,0,12,0,57,0,1,1,2021-07-28
WEIJMMB5JF,721,2325,7790,0.5277,0,0,0,4,1,53,0,2,0,2023-07-13
YSYZ7PQ4DD,625,6868,34526,0.1987,1,0,0,8,1,47,1,1,0,2023-11-04
V283BDW56F,612,5414,18669,0.3253,1,0,0,9,3,54,0,1,0,2022-10-27
KPS0DXME4P,721,2369,8734,0.2195,0,0,0,7,0,48,0,4,0,2020-12-26
O1I3MSDN1M,694,6179,11120,0.0794,0,0,0,11,2,18,0,1,0,2023-07-17
XF1PI2OOQ4,613,17258,89619,0.361,0,0,1,12,0,61,0,3,0,2021-08-02
2NBFA37DL9,765,4351,12488,0.2921,0,0,0,6,1,59,0,0,0,2021-04-20
FC1XX6CWZX,541,8334,26087,0.164,0,0,0,10,3,65,0,1,0,2020-05-22
SKOYTK06AK,711,1391,2720,0.1453,1,0,1,5,2,70,2,1,1,2021-03-02
T7ZQHT2XZ5,709,6506,19970,0.4182,0,0,1,15,1,79,0,3,0,2023-09-05
2OHKBM00E9,619,3492,23256,0.1342,0,0,0,11,0,60,0,0,0,2021-08-30
KDTS1FB2VI,682,4182,32026,0.3471,0,0,0,11,0,72,0,2,1,2022-08-13
109DCNWMBX,524,7023,26669,0.2457,1,0,0,8,1,65,0,1,0,2022-03-12
EK0Q929U6W,742,4246,25970,0.1886,0,1,0,5,0,56,0,2,0,2020-02-28
TVMK2ZYZSI,631,1862,13632,0.4428,1,1,0,8,2,50,0,3,0,2022-01-16
LU3NDZ3CC5,597,12287,29491,0.0926,0,0,0,8,1,70,0,0,1,2020-04-23
RQNSVSOJRP,754,2058,3090,0.1013,0,0,0,10,5,63,0,2,0,2021-10-27
P7R93FEZEZ,579,2969,6902,0.592,0,0,0,4,0,34,0,0,1,2020-05-23
5EHR07N8VO,509,5307,38091,0.0866,2,0,1,6,0,74,0,0,0,2023-05-22
EUBFN9KR2F,494,5337,14918,0.2673,0,0,0,10,2,37,0,1,1,2023-02-17
VB66H3REM5,710,6353,28227,0.2066,0,0,0,6,0,47,0,0,0,2022-05-06
PUU62RZV1S,521,5323,41186,0.3898,0,1,0,5,0,77,1,0,0,2023-09-01
QQQ5L2XOIO,825,9789,39854,0.3751,0,0,0,9,3,36,1,0,0,2022-10-15
T860X5ZU2Z,441,6595,21412,0.6023,0,1,0,13,2,34,0,0,1,2023-01-27
UEUGWUBUGR,819,2412,17892,0.0978,2,0,0,9,0,31,0,1,1,2021-02-17
6E7GA2IZ5P,671,1033,1342,0.3345,0,0,0,15,2,60,0,0,0,2023-09-07
3VOB5APO4L,640,5381,31261,0.3012,0,0,0,5,2,66,0,1,0,2023-03-08
JEDGFJDLOG,595,11845,44208,0.2085,0,0,0,9,3,66,0,0,0,2023-08-07
WLACOLOLN3,689,2318,14831,0.4492,0,0,0,8,3,56,0,0,1,2022-04-20
EH1VR1NECQ,646,2617,10562,0.1173,0,0,0,9,5,45,0,1,1,2022-02-08
OROI5J8YIT,760,6080,40921,0.3693,1,0,0,5,4,77,0,1,0,2020-08-23
2KODWH8N92,661,6566,24498,0.1732,1,0,0,7,1,28,0,1,0,2022-01-14
TP6QAQ3K8A,665,9637,16034,0.1543,0,0,0,9,3,46,0,1,0,2020-10-06
7RV4NMWVSB,613,13156,45930,0.1785,0,0,0,7,2,55,1,2,0,2020-06-02
0UKOEFUKPV,644,5662,8392,0.1689,0,1,0,8,5,47,0,1,0,2022-09-08
8LYMJ1QI9M,680,2818,2608,0.3899,0,1,0,11,1,74,0,1,1,2022-07-30
QVAYXAR6YO,478,2870,6648,0.3135,0,0,1,9,0,37,0,2,1,2023-03-11
6Z1T2XCB3Y,515,3546,12888,0.1998,0,0,0,6,1,58,0,1,0,2021-12-26
YM33MG1ZAQ,724,9124,13467,0.4051,1,0,0,7,0,38,0,0,0,2022-11-07
7QHAK7MDWK,667,3640,20761,0.7595,0,0,0,10,1,44,0,0,0,2023-06-10
ZIRNK6ZHH3,631,8751,45933,0.2166,0,1,0,13,1,41,0,0,0,2020-07-24
O5URTXUYUC,651,1968,12856,0.0583,1,0,0,11,0,66,0,0,0,2020-07-23
ECJUIS2GY9,684,5838,13510,0.3978,0,0,1,7,2,64,0,0,0,2020-06-11
YTJUQ7X7B7,596,3131,10449,0.0519,1,0,0,13,1,77,0,3,0,2021-02-18
P9JYQN15IK,572,6722,36578,0.5807,0,0,0,6,0,18,0,1,0,2021-12-13
PQAHCUA09P,669,4214,14953,0.2358,1,0,0,8,1,79,0,3,0,2023-02-02
CIFLWDR3VW,552,7930,26807,0.5375,0,0,0,9,4,49,1,1,0,2022-11-03
MJDIMBM271,690,3785,11740,0.3843,1,0,0,10,1,40,0,2,0,2020-09-12
W1WUDCBL4C,479,4838,20439,0.58,2,1,0,8,2,63,0,1,0,2021-07-02
E7PKWCYUKN,752,7981,28417,0.1421,0,0,0,9,1,40,0,1,0,2021-12-01
D1IVXAN25W,697,4623,21285,0.3409,2,0,0,10,0,70,0,1,0,2021-05-27
M72QLGDVC2,675,5089,40219,0.4265,0,0,0,5,0,56,0,1,0,2021-11-28
GUWJP0QI2C,748,7756,32114,0.1228,0,0,0,11,0,62,0,4,0,2021-02-03
LP81L51FLM,816,4693,29625,0.1373,0,0,0,7,3,49,0,2,0,2023-06-14
NAVYCS44PH,751,1899,10470,0.4102,1,0,0,7,5,69,0,0,0,2022-07-05
H62MYZ9VLU,465,3489,16322,0.2775,1,1,0,11,0,24,0,2,0,2020-02-26
8WPFQ2BHAI,522,1549,9356,0.3168,0,0,0,7,4,30,0,2,0,2022-02-04
IWI08L0HG9,587,4230,22334,0.2239,0,0,0,6,0,25,0,1,0,2020-02-21
NCBEKGV1BB,652,6521,6562,0.4558,0,0,0,12,3,50,0,3,0,2020-08-16
HG5ZMTGA46,701,5296,32267,0.126,0,0,0,9,1,35,0,0,0,2023-04-09
AYN2D7KI3X,577,11347,82701,0.6347,0,0,0,8,2,34,0,0,0,2020-01-01
79955CF72G,668,10610,69359,0.1711,2,0,0,9,1,28,0,2,0,2021-10-28
NNV9IBWGT2,574,5733,19181,0.1154,0,0,0,7,0,74,0,0,0,2023-06-23
LB25485HCQ,588,1169,8497,0.1127,0,0,0,5,1,72,0,0,0,2020-12-24
XCS1XSRQLN,509,7352,9275,0.4808,0,0,0,8,1,38,0,0,0,2022-06-16
ZZRJO7VBHH,557,3093,10382,0.2046,1,1,0,10,5,60,2,1,1,2021-01-09
5OL5U7NTED,514,8339,4479,0.7554,0,0,0,9,0,59,0,2,0,2022-08-07
QMVQWPQO2L,552,5928,18948,0.106,0,0,0,6,4,38,0,1,1,2021-02-22
NGIXMC4SX2,755,7285,5895,0.5148,0,0,0,7,0,77,0,2,1,2022-02-15
7DCBHHLK3Y,555,6640,40689,0.6498,0,0,0,3,0,66,0,0,1,2021-05-16
JZ99106AK3,850,20621,52537,0.3117,0,0,0,8,1,61,0,0,0,2022-04-17
2OOUXQS1FO,699,6719,31085,0.1525,1,0,0,8,2,37,0,1,0,2021-10-26
I0RS210Q2L,668,2279,11254,0.4211,0,0,0,10,0,51,0,2,0,2021-11-30
G1ZHQUNUE7,564,9346,26299,0.6172,0,0,0,7,2,66,0,1,0,2022-05-25
A34MPYO2TL,720,3796,8890,0.4023,0,0,0,8,1,67,0,3,0,2023-09-01
A27F8LWVV5,592,11016,51030,0.4152,0,1,0,13,2,67,0,1,0,2020-09-27
9HOTGDUQ6D,662,12403,28459,0.1583,1,1,0,11,1,59,0,2,0,2020-12-25
DTBYRGC8KI,850,7137,11981,0.3897,1,1,0,9,5,61,0,0,0,2022-08-19
XCCSG4OFDT,640,2283,13888,0.3889,1,0,0,7,2,58,0,1,0,2023-06-11
RC85EHPZRV,764,3728,10812,0.2294,0,1,0,9,0,48,0,1,0,2020-04-26
7VSYJAFCO3,579,10986,42380,0.1271,1,0,0,9,2,37,0,2,0,2022-12-10
S65QU0K5QZ,646,16307,119733,0.3403,0,1,0,6,2,50,0,0,0,2021-06-10
ZKW3GI60Q6,827,5100,7418,0.1686,0,0,0,7,1,35,0,0,0,2023-07-08
GUO8I5JWK6,587,4167,4088,0.3858,1,0,0,8,1,22,2,0,0,2023-02-10
Z0HR9T9CD1,831,2420,9009,0.5445,0,0,0,8,4,35,0,1,0,2023-12-29
LQJSQCZ0N0,720,2440,12471,0.1444,1,0,0,9,2,66,0,1,0,2020-06-09
4OAE7L0RCT,593,5651,22554,0.3746,1,0,1,7,0,43,0,3,0,2023-06-25
I8F34GADKT,713,7483,4219,0.7929,0,0,0,12,0,54,0,1,1,2020-11-10
OC1YFMHBYH,747,2013,7132,0.2746,1,0,0,6,1,60,0,1,0,2023-06-19
Z43XZ6OLBA,712,8083,33200,0.0878,0,0,0,12,3,78,1,3,0,2021-11-25
117NIDP9MG,492,11196,85099,0.3803,0,0,0,15,2,45,0,3,0,2022-11-10
YH523GGODL,577,7174,7702,0.2758,0,0,0,7,2,58,0,0,1,2023-08-22
UGHT7EHMGO,625,13249,75004,0.1115,1,0,1,9,1,50,0,1,0,2023-11-20
LOQC3XNCHK,642,6083,21045,0.3189,0,0,0,11,1,44,0,1,0,2023-03-03
V9DT94G8V9,712,6119,43147,0.0222,1,0,0,8,0,64,0,0,0,2021-10-13
ZY9YLW5L4R,667,6049,32940,0.0632,1,0,0,6,2,43,0,2,0,2020-03-03
MVVNXIV9IW,516,11110,38372,0.2282,0,1,0,9,0,40,1,1,1,2021-06-01
6L01WCNKFH,688,6785,35940,0.2314,0,0,0,12,0,40,0,3,1,2020-11-03
B7V80LKX1S,711,3576,13761,0.2583,0,0,0,9,2,41,0,1,0,2022-08-19
9XKA4LIT6X,705,6336,37259,0.1364,0,0,0,4,0,25,0,1,0,2022-10-04
IYZVNLPA5C,758,6374,40960,0.3172,0,0,0,7,0,68,0,0,0,2020-08-20
GWFHDV37IC,733,4326,24665,0.3136,0,1,0,7,0,43,0,1,0,2021-07-27
0LZIGIKQWJ,695,9077,29970,0.1332,1,0,0,6,2,63,0,3,0,2021-02-17
2C9OGPS013,642,5192,3952,0.3314,0,0,0,6,2,57,0,1,0,2022-12-27
2AN417VF0J,483,7503,11533,0.3603,0,0,1,10,2,77,0,0,0,2020-02-20
QQNVCEQFGA,692,6673,26551,0.1717,0,0,0,8,0,35,0,1,0,2023-10-20
S0R778NRXV,670,3179,15542,0.3935,0,0,0,11,2,23,0,1,0,2022-10-03
OB7NUGPJ60,677,2730,3277,0.2133,0,0,0,5,2,58,0,0,0,2020-06-13
SRYZX70IB3,522,3199,12707,0.1289,0,0,0,7,2,29,0,0,1,2022-07-02
WYZXJQYJV8,541,4681,12386,0.0798,0,0,1,5,2,51,0,0,0,2021-01-25
4A1X7OV6SG,755,12770,12918,0.2481,0,2,0,5,1,49,1,0,0,2023-04-25
P3JK8XNLO5,646,4776,15051,0.4442,0,0,0,8,1,27,0,1,1,2023-12-07
0DW1MF07OL,718,6150,32281,0.3208,2,0,0,5,5,44,0,5,0,2022-04-02
93ACZSX0GN,652,8298,52444,0.1265,0,0,0,9,1,51,0,1,0,2020-07-07
ZHG8Q3GCG1,652,3962,24613,0.5186,0,0,0,9,4,20,0,0,0,2022-01-06
J6OWW5FKNJ,743,3832,16589,0.3079,0,0,0,10,0,19,0,1,0,2022-12-17
MVRYDC1AU9,598,9236,11192,0.2206,0,1,0,10,0,72,0,2,0,2022-12-04
DSAV917RMP,659,6911,34329,0.1739,0,0,0,5,2,71,1,0,0,2020-05-18
N6937XNCML,603,3503,3098,0.2288,0,0,0,8,1,72,0,0,0,2023-07-12
DQZ05EV5KZ,606,3837,14150,0.0554,3,0,0,7,1,68,0,1,0,2022-05-01
3NWXROG983,619,5172,28147,0.2377,0,0,0,11,2,62,1,3,0,2021-03-15
AMB3LPVOWC,672,5989,8538,0.5262,0,0,0,5,2,22,0,1,0,2022-11-17
P779460KHF,602,10367,53507,0.343,0,0,0,6,3,66,0,1,0,2020-09-18
SU4SE2KYT5,775,6762,37511,0.2547,1,0,0,7,1,29,0,2,1,2020-09-24
GQEXIH1XDP,560,2724,19554,0.2595,0,0,0,6,0,31,0,1,0,2020-12-31
ZF761HJR6E,631,3066,6517,0.2028,1,0,0,7,1,53,1,0,1,2022-11-07
ET0DY571VX,606,5918,39324,0.0656,1,0,0,8,4,46,0,0,0,2020-07-30
NZ0NXU43IE,794,5354,16490,0.2816,0,0,0,6,3,47,0,2,0,2021-08-24
DD070EN48U,669,2961,10097,0.1763,0,0,0,14,3,64,1,2,0,2021-10-15
ACT49LNY2S,753,9244,71534,0.3095,1,0,0,9,3,70,1,1,0,2020-06-08
VHOTQF74RQ,501,1275,5496,0.3047,0,0,0,6,0,25,0,1,0,2020-01-23
VFX2ZVL9E9,676,6011,42227,0.1906,0,0,0,9,3,23,0,0,0,2020-12-27
ZR3RZN9L3H,738,1942,11146,0.2443,0,0,0,4,3,62,0,0,0,2023-10-26
03ZB5GRO9X,658,8336,30365,0.1949,0,0,0,11,2,25,0,0,0,2020-04-15
49TMY91OTK,756,4192,3454,0.7468,0,0,1,11,0,67,0,1,0,2020-08-27
ZH4OE1U24Z,598,7697,32290,0.1237,0,0,0,9,1,20,1,3,0,2021-07-01
QFEZKFH00A,790,3887,12860,0.3973,2,0,1,11,2,24,0,1,0,2022-12-20
0UY9F8P47D,850,10888,48286,0.1614,0,0,0,6,0,66,0,1,0,2020-11-06
9GB9XV8WOB,613,1604,9597,0.3523,0,0,0,12,0,63,0,2,0,2020-04-21
IRY8XNY2X1,605,8330,37725,0.1052,0,0,1,12,3,48,0,1,1,2021-03-20
5XJXNECRYS,795,3412,18880,0.073,0,0,0,6,0,51,0,2,0,2020-04-29
AUUJ02GRXP,807,6155,35366,0.2617,0,0,0,12,0,53,0,1,0,2020-04-21
UDC62G3AUT,597,6312,40055,0.1944,0,0,0,8,3,28,0,1,0,2022-12-13
3RSVZ2E186,607,2131,11450,0.2941,1,0,0,9,3,59,1,0,0,2020-05-25
GVGT2EEHFU,621,8941,63529,0.4904,0,0,0,6,0,63,0,0,0,2022-08-09
4B9SNTP8AK,515,6224,17115,0.269,0,0,0,11,1,40,0,0,0,2022-09-25
8S2XQUZS9M,558,5271,35675,0.1639,1,1,0,7,0,44,0,2,0,2023-12-06
THD3IGK38V,549,6192,32431,0.2877,0,0,0,6,4,70,0,0,0,2020-08-09
HMEWCJN6OC,573,5298,27019,0.1018,0,0,0,7,5,49,0,0,1,2022-03-27
JPZTC09ZGN,646,8109,15389,0.3951,1,0,0,8,0,20,0,0,0,2020-06-10
X3VPF9PAVC,673,3703,25293,0.1627,1,0,0,9,3,77,0,3,0,2021-03-22
EDTCXNMJ5I,805,8116,40676,0.1525,1,1,0,14,2,59,1,1,0,2022-04-01
AN8ND7G0L3,550,6928,12860,0.195,0,1,0,11,3,40,0,0,0,2022-08-17
RTZ5TV6G8O,748,4432,3870,0.4531,0,0,0,12,1,45,1,1,0,2020-11-24
M08TV4REAS,628,14879,61736,0.2766,1,0,0,8,0,30,0,1,0,2021-08-28
FEN0B09ZIV,645,6444,16881,0.222,0,0,0,7,3,38,0,0,0,2020-10-25
ZG92SJP753,717,5524,15052,0.1983,1,0,1,7,3,30,0,3,0,2021-08-29
K48OLDC08F,537,6935,7476,0.4163,0,0,0,8,3,42,0,2,0,2020-03-15
C0TR58PS0R,688,4615,10044,0.0156,0,0,0,8,1,25,0,0,0,2021-08-28
S95ZOW60ZZ,666,10103,78352,0.3637,0,1,0,7,0,35,0,4,0,2023-08-10
0I0835TVV8,699,4852,22797,0.465,1,0,1,5,0,65,0,1,0,2023-04-05
Y5SIC4S8PN,678,8035,36265,0.3378,0,1,1,7,2,60,0,0,0,2020-06-29
NE6IT1EKKH,850,2589,11114,0.0547,0,0,0,3,1,55,0,1,0,2023-06-05
0UHK7X3BQW,586,1673,10484,0.2714,0,0,0,6,1,78,0,1,0,2022-10-04
RMWLMA6GMD,596,6257,34851,0.2729,0,0,0,13,1,79,0,2,0,2023-01-24
RDSFERFXIO,587,3903,7563,0.026,0,0,0,10,2,50,1,0,0,2021-06-18
KPG3DP4FMP,594,4378,18648,0.2353,1,0,0,13,3,32,0,1,0,2022-01-16
M5HGBO06FH,586,1206,7015,0.2889,0,0,0,10,3,43,0,2,0,2023-01-31
RXJPT2ZL15,768,13634,52909,0.2828,0,0,0,10,2,36,0,1,0,2023-08-12
S74NDDAFS1,792,5232,23885,0.2859,1,1,0,5,3,70,0,1,0,2020-07-23
IYM90PKR1I,592,10946,12141,0.3565,0,1,0,13,2,48,0,1,1,2021-10-21
FSI159I3HZ,566,2131,1258,0.3045,0,2,0,5,1,72,0,0,0,2021-05-04
